ID,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10
ITGA7,651,447.9,646.6,506.1,279.7,395.6,373.9,815,290,322.5
HNF3A,225.2,179,86,369.8,227,169,151,98.8,270,331.6
LASS1,151.9,162.6,184.4,204.2,158,188,111.3,170.2,144.9,178.2
HOXB6,320.6,205.2,326.7,274.9,251.2,248.9,278.8,293,243,333.4
PRG2,-26,-66,-15.9,-53.6,-75.5,1.3,-7.7,1,-0.8,-2.3
CAP2,-38.9,-41.7,1,8.2,-26,23.5,26,16,7.3,1.7
NDUFA9,20.2,206,-149.4,116.2,6,216.4,122.8,52,14.2,-90.9
CDH11,600,593,1005.1,698.8,562.9,377.1,859.7,457,629,679.7
RPL39,14333.6,15907.8,18951.6,17000.8,13464,17391.8,15491.2,17116.1,13221.5,16097.4
VAV1,577.2,608.7,400,529.1,577.5,491.5,321,496.2,393.7,404.5
PM5,1427,1322.6,1248.2,1210.2,1498.7,1426.6,1021.5,1558.6,1131.6,1358.5
POLA,56.3,98,62.7,9,68.5,70.2,57,46,71.1,78.2
KIF5A,-12,21.7,9,33.2,-0.4,11,-5.3,-1.7,41.6,-3.6
NHLH2,44,59,32,55.6,50,29,21,91,77.4,63
GRB2,542.7,934.9,437.4,769,730.5,765,409.7,521.5,550.9,402.4
ESRRB,116.3,178,134.3,151,225,103,96.2,191.7,98,139.3
FAT,231.9,332.1,346.2,400.5,207.8,207.9,297.4,354.2,368,270.5
MATK,438.8,371.1,270.3,254,324.8,397.1,232.2,320.8,253.6,269.6
BLMH,167.1,170.6,186.2,224.9,99.8,159,206,114.4,136.5,159
RPN1,1948.9,1593.1,1085.6,1315,1592.3,1382.2,1025,1822.3,1299.7,1296.2
HGFAC,109.7,113.8,96,1.3,55.3,109.5,52,55.8,70.2,71.2
CTSS,205,284.9,66.8,256.5,252.2,282,199.8,247.2,207,211.3
KCNJ12,24.6,21,92,54.1,71.1,69.4,98,148.3,18.9,67.3
S100A6,9501.2,9730.4,14026.2,9842.1,11911.8,11461.3,13271.2,11610.8,12337.7,14656.8
PFKP,211,277.3,158,185,87.1,227.3,178.7,139.7,23.9,39
PMS2,88.8,96,-22.6,44.1,45,46,71.1,53.9,8.1,3.9
ICAP-1A,118,120,77.4,81.7,57,130,88.9,50,109.8,99.8
SFRS2IP,187,201.2,164.4,130,178.3,155.2,173.1,134.3,210,265
MOG,75.5,45.9,39.8,80.8,78.2,28,22,64.1,64.1,65.8
RRAD,-11,10,75.9,507.5,170.6,41.2,223.8,34.6,315,0.3
ACADSB,48.1,20.2,72,108,80.8,50,74.6,90,22.4,89.1
JMJ,57,21,90,61.6,43,55.6,35.5,12,78.2,22.4
RAD23B,382.2,382.5,497,348.8,419,382.4,477,426.9,371.3,529
GNAZ,-21.8,-8.4,95,39,71.1,9,54.9,-10,61.4,91.3
NUMA1,1042.3,967.7,1148.3,993.4,1152.2,903.2,805.8,750.2,1049.8,1233.3
NME2,2929.2,2485.3,2315.5,3002.7,2359.7,2824.2,2152,2606.1,2514,2257.5
SLC18A2,112.2,76.4,153.7,65,100.7,93.6,57,98.8,94.4,120.8
SILV,138,236.3,229,235.4,198,230.8,161.8,182.5,206,223
CACNB4,-37,-72.7,-79.4,-77.6,-44.1,-106.6,-91.9,-49.2,-21.8,-81.8
SNURF,2786.1,2015.7,2868.3,1889.4,2068.9,1824.5,2042.4,2595,2390.8,2668.2
ABCC1,-27.7,-189.2,-57.8,-165,-149.1,-121.1,-140.9,-139.2,-104.7,-127.4
NMI,308.7,654.2,235,294.8,329.6,697.3,447,339.5,330.9,342.5
ITGA6,429,371.1,403.7,241.1,291.4,323.2,463.4,390.6,305,342.5
PTPN18,-3,23.1,-17.6,44.1,44,3,23,-31.4,55.3,36
NPPC,16,-38.9,-36,-2.1,-45.2,-11.8,-71.8,21.8,45.9,11
EMS1,372.6,306.6,389.7,429,400.5,377.1,614,588.2,237,402.4
DRD2,-6.2,11,-12.5,-36,-7.9,-20.1,-33.3,45,0.3,17.4
RPL10,15305.6,16735.2,18865,17924.6,15086.4,17127.7,13624.5,14672.6,14630.6,19009.8
ITPK1,1457.9,1488.1,1426.4,1297,1858.7,1380.8,1105.5,1588.2,1279.6,1621.3
ZNF143,97.2,136.1,209.4,85.3,180.4,191.4,109.7,167.4,106.3,152.6
BCL9,186,248.7,183.4,200.7,196.2,235.2,174.9,214.1,197.5,132.3
LDLC,146.6,101.6,104.2,87.1,141.2,192.8,209,112.5,163.7,190
CACNA1S,-75.6,-66,-91.4,-38.1,-111.2,-72.2,-73.2,-31.4,-83.1,25.3
C22ORF4,34.3,31.1,9,6,25.3,36.7,16,2.3,8.1,60
IMMT,357.2,457.3,351.9,399.8,432.3,390.5,431.8,337.7,312,282.5
PHKA2,179,239.2,266.8,191.8,318.9,150.5,190.9,213.2,228,184.9
RAE1,377.2,300.4,369.3,304.4,233,239.5,253.2,317.9,337.4,315
VDAC2,1214.7,1235.1,1450.6,1130.3,1279.1,1151.5,1514.3,1170.9,1244.9,1237.5
ADRB2,23.1,81.2,85,66,93,99.7,99.7,72.9,47.6,72.8
KRT5,140,235.4,19.6,422.3,-7.9,103.8,25,76.4,39.9,43.3
PRSS1,27.7,-128.2,-80.1,144,-86,-128.4,-83.3,-48,-151.7,-96.7
RPL29,6994.2,7104.1,6034.5,6852.8,5866,6665.9,5989.7,6058.8,7373.9,6867.5
ELF1,338.9,376.5,271.2,246.4,398.9,362.1,278.8,243.8,322.7,311
ADAM11,23.9,65.9,63.9,-52.6,58.3,41.2,-14.9,-52.8,-34.3,-30.5
CXORF6,109.7,103.5,154.8,130,87.1,103.8,115.5,127.2,88,78.2
ZAP3,1.5,-30.6,21.8,14.8,52.8,25.2,48.5,-26.8,13.4,19.6
BTG2,2371.2,1570.3,4573.9,3265.6,2799.7,1652.7,4064.5,3052.1,3266.3,2985.8
BTF3L1,22.4,-9.2,-6.5,-29.6,-53.3,-14.6,21,0.3,-8.4,-16.8
MPHOSPH1,48.9,79,60.4,52.7,44,75.9,30.8,29.4,93.5,39.9
EDNRB,112.2,54.5,169.7,177,195.3,221.1,158,162.7,207,205.1
TSN,311.8,352.6,278.3,333.4,299.9,296.4,283.4,317,364.7,315
TNFRSF11B,28.6,78.1,59.3,90,36.7,56.3,29.6,52,57,42.4
RHO7,11.6,94,135.4,43.3,57,44.2,72.9,54.5,30.5,29.6
KTN1,271.4,229.7,255,308.3,276,344.5,352.8,244.7,436.4,383
RELB,441,637.7,430.2,469.8,573.5,608.4,407.1,647.5,454,349.5
GS3786,218,270.4,253,200.7,184.7,230,344,247.2,275,354.6
PREP,304.6,297.3,223,273.2,264.1,281,219.3,253.2,213,229.1
CYP4B1,1375.7,1714,780.1,1478.8,1567.2,1583.1,1565.9,1163,1944.5,2070.9
CBLN1,99,56.4,118.9,95,131.9,70.2,65,78.1,86.2,144
CLPS,69.4,57,72,59.3,107.1,74.3,67.6,108,41.6,101.6
RUNX1,255.3,270.4,273.8,372.8,194.4,207.9,239.7,367.4,215,243
POU5F1,18.5,10,13,24.3,-42.9,-8,5.4,54.5,-7.8,14
ART4,16.8,-6.9,11,13.7,-28,12,30.8,21.8,21.7,55.8
TANK,228.6,291.1,251,354.8,342.2,309.5,363,192.5,199.6,267.8
EIF5A,260.6,99.8,343.6,97,288,372.7,286.5,60.6,94.4,284.3
ZNF185,53.4,40,96,45,35.5,69.4,54.1,55.8,52,74.3
KRT15,90.5,79,-28.9,121.4,-7.9,-3,34.3,83.5,26,35
RPS8,8259.3,7246.6,8479.3,8479.6,7417.1,6557.4,9223.5,7825.7,7792.8,7361.9
ALDH9,690.9,620.4,693.2,725.2,870.8,809,792.2,600.7,961.8,805.6
CHD4,705.4,790.7,665.9,722.8,888.7,584.4,639.5,812.4,434.3,631.1
ELK1,107,148.3,124.5,137,153.3,122.8,104.7,82.4,24.6,145.1
EMK1,250.9,168.3,118.9,177,177.2,155.2,160.8,167.4,292,178.2
FOXO1A,201,116.3,152.6,68,109.7,111.8,108,108.9,156.2,134.7
IL4,-63.1,-103.7,-66,-88.1,-18,-114.9,-36,-116.2,-107.7,-65.1
SMN1,253.6,214.5,236,217.3,238,236,233.8,165.5,133.2,286.2
PPP2R4,997.8,916.6,1135.6,1071,896.6,989.1,833.7,1010.3,923.6,946.9
GRAP,305.6,288,286.2,234.4,283.4,350.6,223,151.5,288,327
DDX18,788,632.4,854.5,661.2,514.1,642.1,573.2,693.8,899.2,661.5
MDM2,115.5,63,86,57,126,85.3,54.1,34.6,57,89.1
PRO2221,230.8,207.7,265,215.4,183.6,206.9,136.5,193.4,199.6,198.9
EIF2B1,240.8,265,148.3,306.4,215.8,265,276.5,216.7,258.8,236.9
KIAA0258,198,120,246,191.8,175.1,132.2,197.1,243.8,172.9,133.5
GLUD1,523.9,526,542.4,515.1,463.4,529.5,535.5,497.7,621.1,494.9
MAPK12,200,170.6,124.5,93,99.8,72,177.8,180.4,19.6,103.5
HYAL1,200,125,225,223,275.1,231.7,400.6,156.9,285,404.5
ZAP128,370.3,666.4,689.7,824.8,1312.8,495.2,523.1,513.3,436.4,650.3
RPS2,11066.2,12404.3,11406.3,15171.9,12587.6,15664,11253,9824.6,11352.8,11199.6
LOC56930,51.2,97,48,71,46,69.4,34.3,69.7,65,59
PPARG,1102.8,865.2,453.4,415,724.9,629.5,378,693,365.5,375.1
RAP2A,113,83.5,67.6,146.6,83.5,98,106.3,52.6,84.4,78.2
ITPKB,1028.4,990,1131.4,782.7,1381.6,964.4,602.8,872.1,1024.5,1446.3
GPR68,414,363.4,341.8,392,322.8,358.6,248.9,305,497.9,348
NMT1,144,250.7,97,192.7,231,276,244.7,165.5,122,138.2
RBBP6,3,93,36.7,71,48,71.1,112.2,13,93.5,73.6
NDUFV2,9,32,29,32,4,16,6.6,44.1,37,18.9
RBBP2,690,658.5,509.1,314.1,542.7,554.8,274.2,412.2,433.6,384.5
DOC2A,-16,72.9,58.1,54.1,40,3,52,19.3,55.9,24.6
ARAF1,966.6,928.8,856.4,842.7,862.9,924,602,693.8,943.6,923.7
EYA2,37.8,24.6,12,56.3,23.9,51,50.8,-21,65,45
MOS,36.7,15,31.2,-20.1,19.3,7.3,19.3,-22.2,47.6,29.6
DLX4,73.8,15,95,31.1,47,53.4,22,75.5,4.7,73.6
CMRF35,303.5,366.5,295.2,378.7,316.1,312.3,242.2,347.1,332.5,379.4
EIF2B5,490.9,333.8,249,303.5,368.9,421.9,282.6,516,357.2,487.6
HSU79253,54.9,6.4,46,21.8,18.5,53.4,24,2.3,42.4,3.9
G3BP,233,411,212.8,259.1,156.1,314.2,226.3,194.2,196.4,161
TFF1,44,60,21,59.3,71.1,66.8,-1.8,70.4,75.1,42.4
GTF2H1,189,161.4,149.4,190,184.7,248.1,248.9,211.4,268,228.2
MUC1,943.6,754.3,803.4,725.2,752.8,607.6,620.4,876.4,912.3,764
RGN,95.5,64,86,106.9,75.1,130,120.4,88,26.8,52
SCN4A,17.7,55.1,-5.6,24.3,70.2,20.2,-18.6,93,-26,-25.7
UBB,9837.3,11821,11088.4,8506.2,13995.1,12093.9,12513.6,9802.8,15170.2,11330
EIF1A,806,586.8,1065.2,667.7,919.5,941.7,874.8,877.3,733.8,1092.2
UPK2,1165.5,840.7,1159.4,739,919.5,867,748,949,1125.5,1148.5
EXT2,71.1,65,97,78.2,78.2,74.3,95.3,103,144,138.2
CA6,27.7,37.8,5,-20.1,-7.9,2.1,20.2,-87.8,3.9,13
GLI,68.5,135.2,75.1,24.3,84.4,66.8,49.7,90,116.2,10
LEP,175,168.3,166.5,125.7,127,142.9,73.8,125.4,160.3,103.5
MYCL1,52.7,65,25.2,40.7,36.7,56.3,54.9,44.1,93.5,45
ACVRL1,85,91,104.2,105.8,144,105.5,147.5,72,185.3,174.8
GATM,144,178,119.8,85.3,130,98.8,115.5,124.5,157.1,84
CAT,1136.1,840.7,874.2,981.5,1481,1257,1787.8,1070.6,1317.7,1431.3
ADD1,1132.6,1237.5,1358.1,1123.9,1299.9,1018.5,1092.3,1184.6,1179.1,1343.1
SCYA4,734,867.5,460.6,1068.2,1732.6,840,1493.8,1183.2,900.1,501.7
RPS18,11453.7,12661.2,12376.9,15169.9,8567.5,13487.9,11039.2,12474.4,12279.9,12772.3
HPN,80,67.6,59.3,93,174,101.3,212.7,69.7,62.3,205.1
RPS26,183,283.4,182.5,506.8,539.4,192.8,501.4,578.4,468.1,194.4
HTR1B,186,166,241,164,163.7,139.7,103,155.8,168.3,142.8
NTRK3,23.9,8.1,65.9,16.8,68.5,-1.3,48.5,45,16.7,44.1
RES4-22,642.8,424.1,1070.3,599.3,552.4,578.8,515.9,634,930.5,873.9
BATF,41,40,-57.8,62.7,19.3,52.7,-36,-39.6,16.7,-26.5
TSBP,-8.7,-80.4,-25.7,-14.6,-41.8,-78.5,-21,-74.7,-31,1.7
FKBP2,3102.3,1910.2,1722.1,1590.5,1741.4,1888.8,1278.8,2139,1892.8,1680.5
G22P1,1552.9,1819.7,1791.1,1462,1721.1,1636.5,1714.5,1699.7,1689.8,1819.9
GMPR,251.8,358,278.3,202.4,321.8,260.8,258.2,183.6,200.7,275.1
RORC,113,86.9,55.1,68,69.4,71.1,54.1,56.4,27.5,89.1
HTN3,-11,12,25.2,0.4,20.2,-12.8,7.8,26.9,9,25.3
DCTD,873.1,894.3,798.6,852.3,710.9,883.2,998.1,919.1,674.7,865.6
BAG5,48.9,31.1,50,4.5,31,15,13.7,17.7,36,23.1
POLR2F,964.5,964,718.7,965.2,890.1,857,979.3,742.6,1066.6,1075.1
TCF2,11.6,109.7,85,58.1,123,93.6,78.1,53.2,17.4,251.6
ATP6L,1409.5,1757.5,1419.4,1837.8,1961.3,1597.3,1176,1445.6,940.1,1248
NAP1L4,686.3,719.7,495.2,596.1,629.3,573.2,686.3,661.1,420.9,438.8
DDX1,417.8,197.2,281.8,351,339.3,379.5,475.2,330.2,390.4,347.1
H2BFQ,12.5,25.3,24.3,26,39,42.8,34.3,36.4,61.4,21
MAPK14,72.9,106.2,16,117.1,152.4,78.2,101.3,33.8,103.8,23.9
CNR2,16.8,34.3,-15.1,32,2.1,8.1,-4.2,17.7,8.1,46
KIAA0157,213,117.2,355.1,218.3,278.8,266,254,288,270,297
GYPA,-4.9,-32.8,-6.5,-45.3,-30,-19.2,-36,11,16,-4.9
TETRAN,985.3,685.5,666.8,674.9,739.8,553.2,640.3,926.8,694.1,632.1
EGR1,711,353.4,1727.9,1393.7,1022.6,480.6,1754,1570.5,1377.3,1029.2
ALOX15,36.7,23.9,-97.1,-11.8,-70.2,14,-16.1,3.7,73.6,42.4
KIAA0186,92.2,66.8,82,55.6,-14,79.9,40,68.9,84.4,83
HRH1,102,88,174,122.3,123,115.7,89.8,141.8,123,84
RBMS1,490.9,551.6,587.3,648.8,516.6,504.8,919.9,635.6,686.2,709
XK,55.6,27.7,48,32,16,14,43,29.4,39,52
NPAT,361.1,236.3,338.3,224.9,254.9,343.6,211.9,299,318.6,345.3
CAMK2G,220,305.6,262,223,300.8,215.4,284.2,399.8,189.1,228.2
CNTN2,462.8,409.2,436.6,389.2,506.8,394.9,323.4,478.7,550,468.9
TPH,12.5,14,32,10.2,36.7,16.8,0.6,-11.8,35,-3
BMP8,-145.5,-162.6,-163.5,-251.4,-139.7,-177.3,-175.5,-129.3,-217.2,-146.5
HREV107,390.7,468.6,428.6,490,385.2,444.5,551.6,487,593.6,518.8
MSMB,-5.5,115.5,25.2,18.5,16,-9,0.6,-2.3,-1.9,32
OCM,30.3,8.1,29.8,35.5,51,36.7,16,-26.8,38,30.8
KPNB3,276,263.1,270.3,288,262.2,288,349.4,253.2,169.4,241.3
ROR2,65,23.1,87,83.5,73.6,50,74.6,86.9,77.4,36
DPEP1,7.3,16.8,40.5,14.8,70.2,56.3,29.6,85.8,71.1,-18.5
LGALS4,84,45,144,74.3,272.4,77.4,130,101.3,34,28.4
NDRG1,2052.1,1854.2,3239,1708.6,2091.1,1724.4,2642,2761.5,2387,3286.6
SPTAN1,710,782.7,1174.3,846.1,956,696.5,1205,799,755.1,881.4
RHAG,-37,4.7,-28.9,-52.6,8,-36,-39.5,-72.6,-35.2,-71.8
PTPRN,1039.5,908.1,1023.7,717.9,835,769.5,543.5,972.7,847.9,841.6
MTMR6,279.7,394.1,311.8,408.9,525.5,380.9,490.6,290,396.1,363.4
TOP1,44,110.5,14,53.4,72.8,54.9,105.5,-17.3,54.2,65
KIAA0111,751,772.9,744.1,822.8,780.8,726.4,1416.6,902.9,923.6,759.5
AKR1B1,354.9,389.6,243,217.3,304.2,194.9,223.8,501.8,233,254.5
CLCN1,356.5,313.9,235,240.1,266.8,281,179.6,224.9,343.9,202.4
BNIP3,186,150.5,210.2,182,159.1,186,232.2,229.7,179.6,246.8
NCF2,532.1,1322.6,786.9,961.7,1771.3,877.8,958.3,830.3,843.5,948.6
OXA1L,577.2,799.6,533.3,621.2,687,649.6,641.7,508.6,714.1,763.1
NP,658.2,635.9,812.2,813.5,1223.9,881.6,1151.2,752.7,723.5,728.9
GK,59.3,168.3,59.3,190,201.6,161,130,101.3,93.5,88
DIA1,1362.4,1401.5,1945,1292,1573.3,1389.5,1379.1,1601.5,1603.4,1423.6
CALCB,27.7,9,43.5,-5.3,15.2,40.5,21,55.8,20.3,27.2
RBBP1,44,57,-2.3,25.2,11.3,59.7,68.5,37.2,40.7,38
TNXB,1668.5,1496.3,1686.6,1195.3,1199.5,1427.4,911,1538.7,1461.4,1209.5
ANK2,11.6,8.1,7,30.3,-4.4,24.3,52,-0.3,-6.8,-1
GRM4,229.7,343.8,296.3,234.4,322.8,287,210.4,310,271,293
PMS2L2,-9.4,-25.3,-38.7,-20.1,-21,-4,-36,-37.2,-16.6,-37.9
CEACAM3,-93.8,-129.3,-36.9,-95.5,-22,-81.6,-110.7,-127.2,-43.5,-106.7
NAPA,258,402.1,299.4,220.2,298.2,402.2,317,368.3,216,276
TKT,1243.5,1449.4,1000.8,1629.7,1355.1,986.3,1104.3,1226.4,1088.8,1577.5
ABP/ZF,88,134.4,292.1,191.8,87.1,148.7,172.1,118.9,265,160
KIAA0105,366.5,544.2,549.2,483.8,447.9,550,507.2,437.6,468.1,536
LRPAP1,1353.2,1536.4,1307.1,1216.4,1953,1206.8,1084.9,1357.6,1269.2,1463.6
NR5A1,150.1,182,137.5,178,157.1,145.9,98.8,173.1,181.5,152.6
CD28,-49.5,-14.6,-11.7,-7.7,18.5,42.8,-10,-13.7,19.6,33
HBQ1,33.2,46.8,30.5,28.6,16.8,21,23,-14.6,5.6,13
ISL1,65,63,86,81.7,59.7,52,25,52,72,113.4
GRIA4,12.5,7.3,39,16,9.8,39,19.3,27.7,11.6,-3.6
FGF3,44,17.7,-3,-6.1,-55.6,15,22,-6.5,36,21.7
KLRC3,149.2,78.1,5,1.3,18.5,54.1,47.3,21,-10,-39.8
ADRA1B,47.3,40,-19.3,2.1,133.7,78.2,100.5,97,0.3,50
RAD9,119,-82.6,26,-45.3,46,62.3,35.5,145.1,-7.8,-1
KDELR2,1150,988.5,687.9,1266,857.2,1117.1,750.2,1119.9,808.9,871.4
CD97,1545.6,1812.1,1181.4,1208.9,2245.9,1629.7,1166.9,1508.4,1615.7,1591.2
DTR,230.8,358,1398.2,1519.3,2018.9,388.3,1501.5,873.8,994.7,1400.5
MAD1L1,220,225.9,61.6,151,206,114.2,95.3,103.8,3,131.2
SNX1,358,400.3,273,383.6,509.2,422.7,401.3,175.1,346.4,325.2
HNRPH2,163.7,161.4,101.8,144,177.2,154.3,153.6,107.2,79,170
SERPINB3,8.1,54.5,48,355.5,-11,26,-11.2,39,9,23.9
SLC34A1,-93.8,-61.7,-70.9,-59.8,-108.1,-62.7,-55.4,-58.8,-107.7,-54.8
AKAP1,258,282.6,399.3,224,286.2,254,187.2,190,296,282.5
SLC6A3,-89,-113.7,6.3,-20.1,-6.5,-23,-8.8,-3.7,3,-10.8
HR44,80,-12.8,28.2,42.4,72,30,48.5,68.9,87.1,24.6
SLC5A5,114.7,141.4,60.4,37.8,128,83.5,88.9,156.9,102.2,49
NNAT,144,141.4,133.2,141.7,172.9,102.2,103,82.4,199.6,38
SUPT4H1,406.8,509.3,537.1,359.2,524.7,536.6,483.4,447.8,541.5,458.5
OGT,177,194.8,95,186,183.6,127.6,262.5,68.1,175.9,117.2
HSXIAPAF1,-13,132.6,59.3,95,17.7,113.4,56.3,80.1,75.1,56.4
SLC2A4,206,188,211.9,151,137.5,189,106.3,150.5,184.4,121.7
POU4F2,4.7,49.4,12,-14.6,13.7,0.4,-14.9,-8.6,18.9,21.7
GOLGA4,393.2,389.6,351.2,288,395.7,384.6,411.6,385.7,484.7,420
CSPG2,501.1,374.2,972.9,1226.3,414.3,363,1185.7,1463.4,669.5,480.3
BTBD2,381.4,399.4,410.3,451.4,381.2,394.9,228.8,375.4,440.6,425.2
L1CAM,546.7,459.9,550,482.1,476.3,438.6,389,472,562.3,534.4
ACP2,460.2,783.6,411.8,660.4,473.7,617.2,376,484.5,348,436.5
LOC51032,374.9,398.5,443,389.2,470.3,297.4,332.1,363.9,398.6,363.4
PAX5,36.7,11,-24.9,24.3,-7.2,6.4,67.6,61.4,46.8,98
TNFSF5,142,181,-2.3,104.7,144,136.5,63,37.2,132.2,51
AGTR1B,16.8,45.9,50,40.7,57,88,88,39,131.1,71.2
WAS,289,414.3,272.1,327,291.4,339.1,292.7,288,169.4,220.9
GTF3C2,286.2,354.2,405.9,316,394.9,307.6,282.6,268.3,347.2,378.7
RFXAP,21.7,9,7,11.3,-10,-22,10.2,-16.4,-38.5,-17.6
PPP1CA,1613.6,1883.2,1644.5,1552.8,1770.6,1683.8,1264.9,1628.8,1489.2,1684.2
CCND2,1937.4,1459.7,2014.8,1014.6,1194.5,1419.3,2206.8,2017.4,1551.7,1500.1
VPS45A,39,-3.8,55.8,37.8,54.5,45,33.2,52,29,1
TIF1B,1400.3,1350,1410.7,1282.1,1156.5,1462.7,1065.5,1167.3,1085,1333.3
QARS,1029.1,1162.5,1137.3,1212.6,1115.5,995.9,1069.5,1084.8,1013,686.7
AMHR2,0.8,20.2,39,30.3,17.7,4.7,44,39.9,74.3,38
DUSP5,374.9,354.9,422.2,576.7,502.7,285,447,653.1,359.7,243
SH3BP2,152.8,110.5,263,118.9,158,135.4,112.2,150.5,133.2,156.9
SH3GL1,193,155.8,142.9,170,100.7,140.8,102.2,197.6,134.3,62
GLG1,727,643.8,574.6,559.7,613.9,495.2,477,737.6,467.2,468.9
SNCB,109.7,149.4,285.3,185,199.8,183,134.3,167.4,225,205.1
KIAA0100,435.8,431.9,381.7,369,394.9,370.1,359.6,343.3,235,264
TYR,13.4,-8.4,29,-23.1,53.7,31,-1.8,15,-1.4,-10.8
PPARA,66.8,39,16,17.7,65.9,8.1,28.4,91,43.3,42.4
UMOD,113,8.1,129.1,54.1,24.6,65,79.9,-8.6,50.2,49
TLR1,69.4,269.6,2.3,190,46,154.3,160.8,37.2,15.1,-51
ENO2,281.6,164.9,262,144.9,181.5,125.2,285.7,247.2,206,329.8
CEACAM5,52,31.1,10,4.5,149.6,-37.1,91.6,-33.7,-10,232.6
HSU79303,209,151.5,248,195.3,193.6,200.4,140.8,176.1,292,224.7
PFKL,540.2,601.7,519.7,544.4,462.5,547.9,429.9,463.7,463.7,383
SGSH,483,519.5,514.4,529.1,572.7,484.3,457.9,532.3,340.7,420
DDB2,393.2,497,299.4,270.8,318,306.7,380.6,368.3,317,267.8
HSD17B2,22.4,37.8,12,111.6,41,39,-7.7,77.2,80.8,46
CHAD,-103.4,-167,-70.9,-154.5,-132.3,-151.3,-119.3,-206.9,-139,-111.7
1D12A,3,9,-33.6,40.7,10.6,-28,5.4,-31.4,-36.8,-29.7
CDK9,434.2,401.2,433.4,408.9,427,397.8,324.9,400.5,447,389.5
PTPRU,209,206,226,216.4,221.2,106.3,148.4,182.5,179.6,219.8
PTPRF,634.7,622,422.2,636.5,703.3,734.7,630,537.1,765.4,961
ASMT,458.4,459.1,518.2,416.3,402.1,413.5,363,481.2,481.2,500.1
ANXA2,7376.1,9773.4,6941.7,9054.3,9360.8,7912.6,9326.6,8844.4,7746.9,8482.7
ZNF239,109.7,37.8,45,26.9,-0.4,45,52,46,49.4,18.9
SLC30A3,355.7,309.8,475.2,279.8,302.5,405.1,244.7,397.7,323.5,348
STAF50,1392.6,1828.6,754.8,1014.6,1145.3,1756.9,967.9,1022,1104.1,1106.3
THY1,444.8,206,327.6,578.3,135.6,254,377.3,413.4,195.3,141.7
INSL4,-131.1,-99.3,-52.4,-99.7,-93.4,-106.6,-67.4,-142.5,-89.8,-14.2
EIF2S3,69.4,163.7,196.2,124.9,126,136.5,198,78.1,67.6,206
MEST,380.5,309.8,381.7,829.6,312.7,370.9,865.9,591.8,299,415.5
NMOR2,287.1,381.6,411,453.1,432.3,457,417.3,319.8,359.7,403.8
PSMA4,1036,1331.2,1088.1,1123.9,953.8,1385.9,1094,1030.4,1272.7,1105.5
FLJ13018,-6.2,-4.6,65,0.4,11.3,47,40,34.6,83.5,-3.6
OAS2,124,97,65.9,93,161.4,135.4,70.2,61.4,130,179.9
KPNA4,41,53.9,72,97,51,65,91.6,56.4,71.1,90.2
DRD3,-24.3,55.1,-15.9,31.1,16,-19.2,-25.1,52.6,-36,38
ALDH8,76.4,127,13,36.7,167.1,105.5,78.1,91,16.7,65
DXS9879E,1213.3,998.2,944.2,961,1047,1075.4,761.5,957.6,996.2,1029.9
GNPI,519,639.4,721.7,693.8,588.8,614,558.8,493.7,515.8,635.2
ERBB2,399.2,430,402.2,458.4,386.9,380.9,353.5,326.4,444.9,526.6
NRCAM,32,108.8,4.3,69,23.1,37.8,32,10,5.6,32
SCYE1,307.7,333.8,180.6,266.6,213.2,408.8,343.2,283.1,262.4,195.3
HEF1,339.8,420.2,482.5,404,711.8,378.7,691.5,263.3,383,804.7
PRKG1,51.2,39,49,36.7,30,27,36.7,39.9,78.2,65
FLJ10751,-33.5,-27.4,-39.6,-5.3,72,-98.2,-83.3,7.7,-31,-83.4
SERPINB10,27.7,51.1,67.6,24.3,53.7,55.6,35.5,65.8,18.1,45
ATP1B2,177,102.5,169.7,45,112.2,94.7,72.9,90,163.7,98.9
P40,199,290.1,167.6,227.8,222.1,267,199.8,264.2,247.4,281.6
RARG,391.5,355.7,497,327.9,351.5,348,254,496.2,436.4,390.2
TTC2,283.4,309.8,293.2,369,243,324.1,189.1,355.9,221,253.5
ALDH4,279.7,182,270.3,260.8,251.2,207.9,167.4,308,80.8,99.8
AGPAT2,774,844.5,1175.9,973.7,1344.3,919.4,706.8,1212.7,984.7,1048.5
LPRP,109.7,36.7,24.3,3,-2.1,52,56.3,7,-15.1,39.9
PEPD,386.5,421.5,305.6,409.6,529.6,331.2,314.6,273.2,275,534.4
MADH7,311.8,219.6,389,470.7,503.5,409.5,610.8,278.1,509,492.8
KHSRP,407.6,305.6,443,370.5,277,263.3,254,447.8,362.2,257.3
COL4A4,18.5,51.1,21,61.6,72.8,18.5,45,40.7,16,23.1
PGAM1,2101.7,2361.3,1916,2391.3,1920.5,2362.4,2039.1,2286,1483,2155.8
PCBD,452.3,416.2,505.3,550,638.3,496.1,590.8,429.3,614.4,656.4
PIN,2519.9,2225,1884,2259.1,1828.2,2191.9,2176.8,2077.9,2575.3,2058.4
MAGEA4,66.8,27.7,9,-4.6,12.9,-9,24,36.4,38,3.9
AVPR1A,32,47.6,33.2,43.3,37.8,21,34.3,45,48.5,5.6
EPHA4,98,47.6,118.9,32,88,57,207.5,150.5,108.9,30.8
PNMT,382.2,308.7,427,322.5,338.3,329.4,346.4,328.3,406.9,348.7
PSME3,337.1,354.9,340,349.5,368.2,351.5,329.7,283.1,344.7,380.2
